lines of code,class,print(,__future__,xrange, range,"u""",print ,unicode(,__next__(,raw_input(,explanation
"self.variables[name] = func,return_type",3,,,,,,,,,,
data = client.recv(0xFFFF),3,,,,,,,,,,
S1AB=S1AB[-1],3,,,,,,,,,,
"def def_param(self,p):",3,,,,,,,,,,
"def visit_value(self,branch):",3,,,,,,,,,,
self.builder.ret(value),3,,,,,,,,,,
if ramp_up_time is None:,3,,,,,,,,,,
background-color: #2ecc71;,3,,,,,,,,,,
EV3_IR,3,,,,,,,,,,
class ECN(Enum):,3,,,,,,,,,,
EV3_GYRO = 32,3,,,,,,,,,,
"LCX(freq),",3,,,,,,,,,,
return Memory(,3,,,,,,,,,,
"self._ops_pos() + ops,",3,,,,,,,,,,
class page2(QWidget):,3,,,,,,,,,,
self.compile(body),3,,,,,,,,,,
slow,3,,,,,,,,,,
"LCX(0),",3,,,,,,,,,,
return read_protection_status,3,,,,,,,,,,
fact = 255 / max(result),3,,,,,,,,,,
if self._target_position is not None:,3,,,,,,,,,,
language = None,3,,,,,,,,,,
"ABS,  # CMD",3,,,,,,,,,,
"LVX(8),  # DESTINATION - step2 (DATA32)",3,,,,,,,,,,
GVX(2*i + 1)  # MODE (output),3,,,,,,,,,,
"READY_RAW,  # CMD",3,,,,,,,,,,
if datetime.now() - started_at > timedelta(seconds=10):,3,,,,,,,,,,
action_cont=self.cont,3,,,,,,,,,,
if self._port_right == PORT_A:,3,,,,,,,,,,
LCX(round(1000*duration)),3,,,,,,,,,,
"in combination with repeat, this means interruption,",3,,,,,,,,,,
flag if ending with floating motors (False) or active brake (True).,3,,,,,,,,,,
NXT_SOUND = 3,3,,,,,,,,,,
Periodic needs inverse flag of property busy,3,,,,,,,,,,
"action_cont=self.play_sound,",3,,,,,,,,,,
raise SysCmdError(,3,,,,,,,,,,
for dev in devices:,3,,,,,,,,,,
"flag, if path is a location on the local host",3,,,,,,,,,,
"CONTINUE_DOWNLOAD,",3,,,,,,,,,,
"self.builder.store(func.args[i],ptr)",3,,,,,,,,,,
GVX(0),3,,,,,,,,,,
ast = parser.ast,3,,,,,,,,,,
"SET_BRICKNAME,",3,,,,,,,,,,
),3,,,,,,,,,,
assert len(reply_2_str) == 5,3,,,,,,,,,,
ramp_down_time=0,3,,,,,,,,,,
self._socket = None,3,,,,,,,,,,
"console.print(f"" -  {host['ip']} [{', '.join(host.get('443.https.tls.certificate.parsed.names', host.get('443.https.tls.certificate.parsed.extensions.subject_alt_name.dns_names', [])))}]"", dark = True)",3,"print(f""",,,,,,,,,"print(f"""
"def __init__(self, parent, controller):",3,,,,,,,,,,
GVX(84)  # IP,3,,,,,,,,,,
def close(self):,3,,,,,,,,,,
sync_mode == SYNC,3,,,,,,,,,,
y1=0,3,,,,,,,,,,
progress_update(100),3,,,,,,,,,,
if zlib.crc32(firmware) != zlib.crc32(dump):,3,,,,,,,,,,
ops,3,,,,,,,,,,
with open(request.param) as map_file:,3,,,,,,,,,,
"self._position = vehicle_pos_x, vehicle_pos_y",3,,,,,,,,,,
yar1.append(int(y1)),3,,,,,,,,,,
def test_version(dfu):,3,,,,,,,,,,
reply[2*i:2*i+1],3,,,,,,,,,,
val = 0xff - data,3,,,,,,,,,,
if ramp_down_time is None:,3,,,,,,,,,,
steady_ms = 0,3,,,,,,,,,,
"ABS,",3,,,,,,,,,,
"LVX(28),  # STEP2",3,,,,,,,,,,
"for key, value in self.config.items():",3,,,,,,,,,,
return self._physical_ev3._host,3,,,,,,,,,,
self._target_position = None,3,,,,,,,,,,
"LVX(12),  # DESTINATION - step3 (DATA32)",3,,,,,,,,,,
from operator import xor,3,,,,,,,,,,
@sleep.setter,3,,,,,,,,,,
"self.on_error(self, e)",3,,,,,,,,,,
return stm32uartdfu.Stm32UartDfu(request.param),3,,,,,,,,,,
"REPEAT,",3,,,,,,,,,,
if not stem.util.connection.is_valid_ipv4_address(address):,3,,,,,,,,,,
"import dns.resolver, dns.message, argparse, random",3,,,,,,,,,,
"opJr_Lt32,",3,,,,,,,,,,
communicates with a LEGO EV3 using direct or system commands,3,,,,,,,,,,
"round(self._target_motor_pos.left),",3,,,,,,,,,,
if self._physical_ev3._introspection is None:,3,,,,,,,,,,
"LCX(263),  # OFFSET",3,,,,,,,,,,
portCombo.addItem(ports[port]),3,,,,,,,,,,
"def strings(self,string):",3,,,,,,,,,,
reply = self._physical_ev3.send_direct_cmd(,3,,,,,,,,,,
"GVX(16),  # VALUE5 - heading   channel 3",3,,,,,,,,,,
y3=0,3,,,,,,,,,,
try:,3,,,,,,,,,,
EV3_MEDIUM_MOTOR = 8,3,,,,,,,,,,
BLACKCOLOR = 1,3,,,,,,,,,,
EOF_check.append(data_date[i]),3,,,,,,,,,,
console.print(l1),3,print(l1),,,,,,,,,print(l1)
"def visit_def(self,branch):",3,,,,,,,,,,
if repeat:,3,,,,,,,,,,
if self._target_motor_pos is None:,3,,,,,,,,,,
"port_motor_input(self._port_left),  # NO",3,,,,,,,,,,
"dfu.write(int(args.address, 0), firmware, bar_thread.update)",3,,,,,,,,,,
if rc != SYSTEM_REPLY_OK:,3,,,,,,,,,,
"assert isinstance(back, bool), \",3,,,,,,,,,,
class Info(tk.Frame):,3,,,,,,,,,,
steps = (,3,,,,,,,,,,
if self._port == PORT_A:,3,,,,,,,,,,
port_left,3,,,,,,,,,,
radius of the wheels [m],3,,,,,,,,,,
if Not_s1a_cal_aux == 0:,3,,,,,,,,,,
"PORT_2,",3,,,,,,,,,,
self.close(),3,,,,,,,,,,
hosts.append(mac_addr),3,,,,,,,,,,
from matplotlib.backends.backend_qt5agg import FigureCanvasQTAgg as FigureCanvas,3,,,,,,,,,,
self._radius_wheel / self._tread +,3,,,,,,,,,,
"LCX(step2),  # STEP2",3,,,,,,,,,,
"frame = F(parent=container, controller=self)",3,,,,,,,,,,
[port_motor_input(self._port)] \,3,,,,,,,,,,
][0],3,,,,,,,,,,
fingerprints[fingerprint] = hosts,3,,,,,,,,,,
if sync_mode is None and self._physical_ev3._protocol == USB:,3,,,,,,,,,,
determines next message counter,3,,,,,,,,,,
"splash = QSplashScreen(splash_pix, Qt.WindowStaysOnTopHint)",3,,,,,,,,,,
"RPAREN,",3,,,,,,,,,,
self._rgb_white_balance_raw = self.rgb_raw,3,,,,,,,,,,
"assert isinstance(local, bool), \",3,,,,,,,,,,
import sys,3,,,,,,,,,,
speed,3,,,,,,,,,,
"GVX(0),  # VALUE1",3,,,,,,,,,,
GVX(0)  # VALUE1 (output),3,,,,,,,,,,
self.Master_data_tmp=tk.StringVar(),3,,,,,,,,,,
chunk = f.read(4096),3,,,,,,,,,,
hvbox1 = QVBoxLayout(),3,,,,,,,,,,
bar_thread.join(),3,,,,,,,,,,
html_sidebars = {,3,,,,,,,,,,
"opOutput_Step_Speed,",3,,,,,,,,,,
lang = self._lang,3,,,,,,,,,,
"use DIRECT_COMMAND_REPLY only if global_mem > 0,",3,,,,,,,,,,
"opOutput_Speed,",3,,,,,,,,,,
reply = self.send_system_cmd(,3,,,,,,,,,,
prep_sh=self.prep_sh_tmp.get(),3,,,,,,,,,,
"GET_OS_VERS,",3,,,,,,,,,,
lexer = PLexer(),3,,,,,,,,,,
"reply = self._reply_buffer.pop(msg_cnt, None)",3,,,,,,,,,,
if not self.process:,3,,,,,,,,,,
elif values[n] == 2:,3,,,,,,,,,,
cmd_type = _DIRECT_COMMAND_REPLY,3,,,,,,,,,,
if connection != source:,3,,,,,,,,,,
self.api_secret = api_secret,3,,,,,,,,,,
hbox1.addWidget(self.groupBox1),3,,,,,,,,,,
output = [],3,,,,,,,,,,
fw_version,3,,,,,,,,,,
"GVX(58),  # NAME (out)",3,,,,,,,,,,
"LCX(target_pos_outer),",3,,,,,,,,,,
"md5, size_hex, name = line.split(None, 2)",3,,,,,,,,,,
current_position = self.position,3,,,,,,,,,,
"DEF,",3,,,,,,,,,,
"isinstance(value, Callable)",3,,,,,,,,,,
self._device.write(cmd),3,,,,,,,,,,
turn = 200 - turn,3,,,,,,,,,,
"assert callback is None or isinstance(callback, Callable), \",3,,,,,,,,,,
format = params[0],3,,,,,,,,,,
) == (,3,,,,,,,,,,
bar_thread = ProgressBarThread(),3,,,,,,,,,,
self.portCombox.clear(),3,,,,,,,,,,
for res in result,3,,,,,,,,,,
"from ctypes import Structure, c_ubyte, c_ushort, c_ulong",3,,,,,,,,,,
"GVX(0),  # VALUE1 (output)",3,,,,,,,,,,
LCS(path_dest)  # DESTINATION,3,,,,,,,,,,
BROWNCOLOR = 7,3,,,,,,,,,,
if len_data > 7:,3,,,,,,,,,,
"angle of turn (degrees),",3,,,,,,,,,,
"f""     - Identification (ID). . . . . . .: 0x{self.identification:04x} ({self.identification})"",",3,,,,,,,,,,
"resp = dns.query.tcp(message, resolver.nameservers[0], **kwargs)",3,,,,,,,,,,
freq = self._temperament * 2**(-2/12),3,,,,,,,,,,
from .file import FileSystem,3,,,,,,,,,,
is the message counter of the corresponding send_direct_cmd,3,,,,,,,,,,
},3,,,,,,,,,,
"super(PicButton, self).__init__(parent)",3,,,,,,,,,,
"GET_IBATT,",3,,,,,,,,,,
return self._physical_ev3.send_system_cmd(,3,,,,,,,,,,
class PicButton(QAbstractButton):,3,,,,,,,,,,
if len(eachLine)>1:,3,,,,,,,,,,
"opOr8,  # b'\x20'",3,,,,,,,,,,
self._host = host,3,,,,,,,,,,
self.portCombox.addItem(ports[port]),3,,,,,,,,,,
"response = api.stats(self.arguments.stats, **kwargs)",3,,,,,,,,,,
for x in params:,3,,,,,,,,,,
self._rgb_white_balance_raw = None,3,,,,,,,,,,
self._devices.add(self._host),3,,,,,,,,,,
class API(Session):,3,,,,,,,,,,
commands = set(),3,,,,,,,,,,
from collections import Sequence,3,,,,,,,,,,
self._bar_len = 0,3,,,,,,,,,,
tmp2=tmp2[-1],3,,,,,,,,,,
class Jukebox(Sound):,3,,,,,,,,,,
"LCX(self._port_left + self._port_right),  # NOS",3,,,,,,,,,,
def discontinue(self):,3,,,,,,,,,,
self.start_move_for(,3,,,,,,,,,,
credits: dict = {},3,,,,,,,,,,
"cap = pyshark.FileCapture(pcap_file,display_filter=filter_type)",3,,,,,,,,,,
def dfu(request):,3,,,,,,,,,,
left = len(raw_options),3,,,,,,,,,,
global loopz,3,,,,,,,,,,
EOF_list.append(tmp2[-1]),3,,,,,,,,,,
"from PyQt5.QtWidgets import (QWidget, QPushButton, QLabel, QHBoxLayout, QVBoxLayout,QDesktopWidget, QGroupBox)",3,,,,,,,,,,
pause_start = None,3,,,,,,,,,,
"def visit_return(self,branch):",3,,,,,,,,,,
if step2 < 0:,3,,,,,,,,,,
self.controller = controller,3,,,,,,,,,,
"assert isinstance(angle, Number), \",3,,,,,,,,,,
ev3_path = path,3,,,,,,,,,,
hvbox2.addStretch(3),3,,,,,,,,,,
)),3,,,,,,,,,,
)):,3,,,,,,,,,,
"opMoveF_8,",3,,,,,,,,,,
hosts = [],3,,,,,,,,,,
data_dir = sys._MEIPASS,3,,,,,,,,,,
found = False,3,,,,,,,,,,
if self.sensors_as_dict[self._port] not in (,3,,,,,,,,,,
"polarity of right motor rotation, values: -1, 1 (default)",3,,,,,,,,,,
import tkinter.ttk,3,,,,,,,,,,
SYNC,3,,,,,,,,,,
"polarity of left motor rotation (values: -1, 1, default: 1)",3,,,,,,,,,,
name = struct.unpack(,3,,,,,,,,,,
if self._current_movement is not None:,3,,,,,,,,,,
"self._target_motor_pos.left + step_left,",3,,,,,,,,,,
if self._device.is_kernel_driver_active(i.index):,3,,,,,,,,,,
"f""     - Header Checksum. . . . . . . . .: 0x{self.checksum:04x} ({'NOT CALCULATED' if self.checksum is 0 else ('CORRECT' if self.check_sum(self.raw_header) is 0 else 'INCORRECT')})"",",3,,,,,,,,,,
self._port_right = port_right,3,,,,,,,,,,
"f""     - Differentiated Services (DS) . .: {', '.join(self.differentiated_services)} (DSCP: 0x{self.raw_dscp:02x}, ECN: 0x{self.raw_ecn:01x})"",",3,,,,,,,,,,
"local_mem=local_mem,",3,,,,,,,,,,
"thread = threading.Thread(target = handle, args = (sock, address), daemon = True)",3,,,,,,,,,,
) + Repeated(,3,,,,,,,,,,
self.setWindowIcon(QIcon(winIcon)),3,,,,,,,,,,
"opInput_Device,  # b'\x98'",3,,,,,,,,,,
def exit(self):,3,,,,,,,,,,
"def on_recv(self, address, data):",3,,,,,,,,,,
"NXT_TOUCH,",3,,,,,,,,,,
plays a sound file,3,,,,,,,,,,
"self.arguments.output.write(hkbit.crypt(chunk, self.arguments.key.read(0xFFF))[0])",3,,,,,,,,,,
color: #ecf0f1;,3,,,,,,,,,,
reply = self._socket.recv(1024),3,,,,,,,,,,
self._physical_ev3.__del__(),3,,,,,,,,,,
params = params if params[0] else [],3,,,,,,,,,,
ptr = self.builder.alloca(Type),3,,,,,,,,,,
@property,3,,,,,,,,,,
from stm32_uart_dfu import stm32uartdfu,3,,,,,,,,,,
"assert isinstance(speed, int), \",3,,,,,,,,,,
"self.bind((self.address, self.port))",3,,,,,,,,,,
global_mem=8,3,,,,,,,,,,
"self._ops_pos() + self._ops_busy(global_offset=8),",3,,,,,,,,,,
self.Dir_proc_tmp=tk.StringVar(),3,,,,,,,,,,
compiler.compile(ast),3,,,,,,,,,,
"else Beacon(values[2*n], float(values[2*n + 1] / 100))",3,,,,,,,,,,
from matplotlib import animation as animation,3,,,,,,,,,,
"_EP_IN,",3,,,,,,,,,,
if results:,3,,,,,,,,,,
"socket.AF_INET,",3,,,,,,,,,,
self.iw_index_tmp=tk.IntVar(),3,,,,,,,,,,
"LVX(52),",3,,,,,,,,,,
self._port_handle.applySettingsDict(port_settings),3,,,,,,,,,,
"assert isinstance(tread, Number), \",3,,,,,,,,,,
Dir_EOF=self.Dir_EOF_tmp.get(),3,,,,,,,,,,
"edTxt1=tk.Entry(self, textvariable=self.Master_data_tmp, width=20, borderwidth=2)",3,,,,,,,,,,
"f'{type_str}',",3,,,,,,,,,,
"LCX(step2),",3,,,,,,,,,,
duration=duration,3,,,,,,,,,,
msg_cnt = self.next_msg_cnt(),3,,,,,,,,,,
"part_size = min(1017, rest)",3,,,,,,,,,,
return self._tracking.motor_pos,3,,,,,,,,,,
if values[n] == 0:,3,,,,,,,,,,
LED_GREEN,3,,,,,,,,,,
elif buttonReply == QMessageBox.No:,3,,,,,,,,,,
"variable=self.ESD_YN_tmp, value=0)",3,,,,,,,,,,
"GET_OS_BUILD,  # CMD",3,,,,,,,,,,
layout1.addLayout(hbox1),3,,,,,,,,,,
total and free memory [kB] (as named tuple),3,,,,,,,,,,
"opOutput_Start,",3,,,,,,,,,,
def  animate(self):,3,,,,,,,,,,
"raise exceptions.DfuSerialIOException(len(data), done)",3,,,,,,,,,,
self._polarity_left = value,3,,,,,,,,,,
@name.setter,3,,,,,,,,,,
percentage of maximum speed [1 - 100],3,,,,,,,,,,
"opFile,",3,,,,,,,,,,
"tones = Tones(song, self)",3,,,,,,,,,,
"GET_MINUTES,",3,,,,,,,,,,
def _start_move_by(,3,,,,,,,,,,
fw_build,3,,,,,,,,,,
return 1,3,,,,,,,,,,
ran = 0,3,,,,,,,,,,
_BAR_MAX_LEN = 40,3,,,,,,,,,,
certificates: certificates.CensysCertificates,3,,,,,,,,,,
module = console.load(fullname),3,,,,,,,,,,
if length < 2 or length > left:,3,,,,,,,,,,
if verbosity is not None and verbosity > 0:,3,,,,,,,,,,
"LCX(7),  # TYPE - EV3-Large-Motor",3,,,,,,,,,,
if proxy:,3,,,,,,,,,,
"opCom_Get,",3,,,,,,,,,,
"FRERE_JACQUES,",3,,,,,,,,,,
background-color: #1abc9c;,3,,,,,,,,,,
"DELETE_FILE,",3,,,,,,,,,,
"global_mem=1,",3,,,,,,,,,,
back,3,,,,,,,,,,
Flag if ending with floating motors (False) or active brake (True).,3,,,,,,,,,,
return self._physical_ev3.send_direct_cmd(,3,,,,,,,,,,
from core.modules import base,3,,,,,,,,,,
UDPSock = socket.socket(,3,,,,,,,,,,
"when direct command is finished, which means",3,,,,,,,,,,
write = socket.send,3,,,,,,,,,,
from writefile import writef,3,,,,,,,,,,
ramp_up_time /,3,,,,,,,,,,
"Create a device, that holds an USB connection to an EV3",3,,,,,,,,,,
result = RGBColor(,3,,,,,,,,,,
"super(page2, self).__init__()",3,,,,,,,,,,
self._current_movement = None,3,,,,,,,,,,
self.frames[page_name] = frame,3,,,,,,,,,,
if self._protocol == BLUETOOTH:,3,,,,,,,,,,
self.i = 0,3,,,,,,,,,,
"value,Type = self.visit_value(value)",3,,,,,,,,,,
"ret = self.printf(args,types[0])",3,,,,,,,,,,
"variable=self.time_delta_max_tmp,",3,,,,,,,,,,
hvbox3.addStretch(3),3,,,,,,,,,,
"assert ramp_down_time is None or isinstance(ramp_down_time, Number), \",3,,,,,,,,,,
self._msg_cnt = 1,3,,,,,,,,,,
struct.pack(,3,,,,,,,,,,
finally:,3,,,,,,,,,,
if len(values)==4:,3,,,,,,,,,,
"return self.builder.call(func,[format,*params])",3,,,,,,,,,,
"PORT_A,",3,,,,,,,,,,
"opSub32,",3,,,,,,,,,,
if self.proto is IPPROTO_IP:,3,,,,,,,,,,
"polarity_right=self._polarity_right,",3,,,,,,,,,,
"assert delta_time is None or isinstance(delta_time, Number), \",3,,,,,,,,,,
"container.grid_columnconfigure(0, weight=1)",3,,,,,,,,,,
return self._tracking._callback,3,,,,,,,,,,
self.checksum = socket.ntohs(self.raw_checksum),3,,,,,,,,,,
csf = csf(),3,,,,,,,,,,
def serclose(self):,3,,,,,,,,,,
"SET_MINUTES,  # CMD",3,,,,,,,,,,
def disp():,3,,,,,,,,,,
"GET_FOLDERS,",3,,,,,,,,,,
"opMulF,",3,,,,,,,,,,
def display_menu(self):,3,,,,,,,,,,
detemines duration of a sound file by reading its header,3,,,,,,,,,,
return -1,3,,,,,,,,,,
"LVX(56),  # all_outer as DATAF",3,,,,,,,,,,
step1_left = ramp_up,3,,,,,,,,,,
if not _locked:,3,,,,,,,,,,
def speed(self):,3,,,,,,,,,,
extensions = [,3,,,,,,,,,,
"GVX(4),  # VALUE1 green (output)",3,,,,,,,,,,
return -1,3,,,,,,,,,,
elif values[n] == 10:,3,,,,,,,,,,
ramp_down_time = self._ramp_down_time,3,,,,,,,,,,
tokens = lexer.tokenize(code),3,,,,,,,,,,
return self._physical_ev3.wait_for_reply(,3,,,,,,,,,,
"AND,",3,,,,,,,,,,
import llvmlite.binding as llvm,3,,,,,,,,,,
"GET_LBATT,",3,,,,,,,,,,
"LVX(28),  # step2",3,,,,,,,,,,
command=lambda:Done()),3,,,,,,,,,,
return fw.read(),3,,,,,,,,,,
if private_key:,3,,,,,,,,,,
self._position -= 1,3,,,,,,,,,,
s = ((s + w) & 0xFFFF) + ((s + w) >> 16),3,,,,,,,,,,
options = {},3,,,,,,,,,,
self._reverse_direction = True,3,,,,,,,,,,
self._id = pid,3,,,,,,,,,,
radius,3,,,,,,,,,,
GVX(28)  # VALUE8 - proximity channel 4,3,,,,,,,,,,
"super(socket, self).__init__(family, type, proto, fileno)",3,,,,,,,,,,
"READ_BYTES,",3,,,,,,,,,,
port of right wheel (default: PORT_A),3,,,,,,,,,,
EOF_check=[],3,,,,,,,,,,
self.conButton.clicked.connect(self.conSerial),3,,,,,,,,,,
_DEFAULT_PARAMETERS = {,3,,,,,,,,,,
hvbox4.addStretch(6),3,,,,,,,,,,
self.Dir_EOF_tmp=tk.StringVar(),3,,,,,,,,,,
wait for reply.,3,,,,,,,,,,
pass,3,,,,,,,,,,
format = ptr,3,,,,,,,,,,
hhbox3 = QHBoxLayout(),3,,,,,,,,,,
self._target_motor_pos.right + step_right,3,,,,,,,,,,
"def show_frame(self, page_name):",3,,,,,,,,,,
''',3,,,,,,,,,,
motor_pos[0] == self._motor_pos[0] and,3,,,,,,,,,,
starts moving the motor by a given angle (without time control).,3,,,,,,,,,,
self._protocol = protocol,3,,,,,,,,,,
"opJr_False,  # b'\x41'",3,,,,,,,,,,
STD - if reply then use DIRECT_COMMAND_REPLY and,3,,,,,,,,,,
elif case == 2:,3,,,,,,,,,,
"LCX(-1),",3,,,,,,,,,,
"opSubF,",3,,,,,,,,,,
makes current position the new zero position,3,,,,,,,,,,
class Touch(EV3):,3,,,,,,,,,,
except OSError:,3,,,,,,,,,,
"BREAK,",3,,,,,,,,,,
"self.ioctl(SIO_RCVALL, RCVALL_ON)",3,,,,,,,,,,
"),",3,,,,,,,,,,
dfu.go(address),3,,,,,,,,,,
ports = serial_ports(),3,,,,,,,,,,
return,3,,,,,,,,,,
"opDivF,",3,,,,,,,,,,
s = 0,3,,,,,,,,,,
def test_brickname():,3,,,,,,,,,,
"GVX(4),",3,,,,,,,,,,
app=Control(),3,,,,,,,,,,
"console.print(l1.ljust(24), (value, True), prefix = prefix2)",3,"print(l1.ljust(24),",,,,,,,,,"print(l1.ljust(24),"
"for pos, curr_byte in enumerate(data):",3,,,,,,,,,,
"READY_SI,  # CMD",3,,,,,,,,,,
"self._ops_pos() + ops_stop,",3,,,,,,,,,,
def tone_next(self):,3,,,,,,,,,,
1000 *,3,,,,,,,,,,
"from .exceptions import FFMPEG, SysCmdError",3,,,,,,,,,,
hvbox4.addStretch(3),3,,,,,,,,,,
self._ip_adr = None,3,,,,,,,,,,
"def on_error(self, address, exception):",3,,,,,,,,,,
"text=self.iw_tmp[i],",3,,,,,,,,,,
"LVX(0),  # SOURCE - signed_speed (DATAF)",3,,,,,,,,,,
ev3_dc.EV3.sensors_as_dict[ev3_dc.PORT_1] or,3,,,,,,,,,,
GVX,3,,,,,,,,,,
exc_call(args[0]),3,,,,,,,,,,
info2=info+datetime.timedelta(1),3,,,,,,,,,,
rawclose2=self.ser.readline(),3,,,,,,,,,,
"btn_EOF_check.grid(row=6, column=1)",3,,,,,,,,,,
if orelse == []:,3,,,,,,,,,,
speed *= -1,3,,,,,,,,,,
"LED_RED_PULSE,",3,,,,,,,,,,
return msg_cnt,3,,,,,,,,,,
"NXT_ULTRASONIC,",3,,,,,,,,,,
self._polarity_right * step_outer,3,,,,,,,,,,
(step3_right / ramp_down)**2 if ramp_down > 0 else 1,3,,,,,,,,,,
def devices(cls):,3,,,,,,,,,,
"args=(degrees,),",3,,,,,,,,,,
bar_thread.update),3,,,,,,,,,,
direct commands with reply are handled like SYNC.,3,,,,,,,,,,
"LCX(22),",3,,,,,,,,,,
"LCX(2),  # VALUES",3,,,,,,,,,,
"f'connected EV3 {self.host}',",3,,,,,,,,,,
frame.Main(),3,,,,,,,,,,
path,3,,,,,,,,,,
self._conn_owner = False,3,,,,,,,,,,
signal_start is not None and,3,,,,,,,,,,
dir=fdialog.askdirectory(,3,,,,,,,,,,
self.form = page2(),3,,,,,,,,,,
"MINUS,",3,,,,,,,,,,
datetime.now() -,3,,,,,,,,,,
global allowance,3,,,,,,,,,,
if progress == -1:,3,,,,,,,,,,
"opOutput_Start,  # b'\xA6'",3,,,,,,,,,,
"result.append(Remote(False, False, False, False, True))",3,,,,,,,,,,
return False,3,,,,,,,,,,
"scale1=tk.Scale(self,",3,,,,,,,,,,
"def __init__(self, port):",3,,,,,,,,,,
self.atemLabel2.setStyleSheet(labelColStyle),3,,,,,,,,,,
s.close(),3,,,,,,,,,,
"opDiv32,",3,,,,,,,,,,
@ramp_down_time.setter,3,,,,,,,,,,
self.write_file(,3,,,,,,,,,,
"},",3,,,,,,,,,,
"opCom_Set,  # operation",3,,,,,,,,,,
volume = self._volume,3,,,,,,,,,,
"def animate_loop(self, i):",3,,,,,,,,,,
"LVX(28),",3,,,,,,,,,,
raise RuntimeError(,3,,,,,,,,,,
return MotorPositions(*self._motor_pos),3,,,,,,,,,,
"assert self._current_movement is None, \",3,,,,,,,,,,
"f'Serial IO error: tried to transfer {expected}, {actual} done.')",3,,,,,,,,,,
if args.run:,3,,,,,,,,,,
"FigureCanvas.setSizePolicy(self,",3,,,,,,,,,,
"LCX(12),  # LENGTH",3,,,,,,,,,,
LCX(self._port)  # NOS,3,,,,,,,,,,
"opOutput_Reset,",3,,,,,,,,,,
"opMoveF_8,",3,,,,,,,,,,
direction of movement (-1 or 1),3,,,,,,,,,,
)),3,,,,,,,,,,
"def on_recv(self, socket, data):",3,,,,,,,,,,
"return os.path.join(data_dir, relative)",3,,,,,,,,,,
"speed_left = round(copysign(factor * abs(speed_right), diff_left))",3,,,,,,,,,,
distance,3,,,,,,,,,,
_RESPONSE = {,3,,,,,,,,,,
"LCX(1),  # VALUES",3,,,,,,,,,,
"import struct, socket, random",3,,,,,,,,,,
def ramp_up_time(self):,3,,,,,,,,,,
if self._endless:,3,,,,,,,,,,
ops = ev3.opError,3,,,,,,,,,,
if serial_number == self._host.upper():,3,,,,,,,,,,
if self.sensors_as_dict[self._port] != EV3_COLOR:,3,,,,,,,,,,
if self.sensors_as_dict[self._port] == EV3_COLOR:,3,,,,,,,,,,
self.headers.update(headers),3,,,,,,,,,,
"SET_VOLUME,  # CMD",3,,,,,,,,,,
if field not in t:,3,,,,,,,,,,
previous_builder = self.builder,3,,,,,,,,,,
FigureCanvas.updateGeometry(self),3,,,,,,,,,,
"def if_stmt(body,orelse,test):",3,,,,,,,,,,
turn *= -1,3,,,,,,,,,,
"LCX(step3),  # STEP3",3,,,,,,,,,,
"NUMBER,",3,,,,,,,,,,
EV3_MEDIUM_MOTOR,3,,,,,,,,,,
pause_start = pos,3,,,,,,,,,,
@wraps(func),3,,,,,,,,,,
typ = params_type[i],3,,,,,,,,,,
"os.link(tmp1[0],tmp2)",3,,,,,,,,,,
notes: dict = {},3,,,,,,,,,,
NXT_COLOR,3,,,,,,,,,,
"def visit_funccall(self,branch):",3,,,,,,,,,,
return self._BAR_MAX_LEN - self._complete_len(progress),3,,,,,,,,,,
self._device = dev,3,,,,,,,,,,
def memory_map(request):,3,,,,,,,,,,
self._uart_dfu_init(),3,,,,,,,,,,
step_right = Decimal(,3,,,,,,,,,,
self.builder.position_at_start(while_loop_otherwise),3,,,,,,,,,,
"LCX(1),  # VALUES",3,,,,,,,,,,
"data.insert(0, loopz)",3,,,,,,,,,,
sync_mode=self._sync_mode,3,,,,,,,,,,
if self._read_protection_status:,3,,,,,,,,,,
code = file.read(),3,,,,,,,,,,
value is None or,3,,,,,,,,,,
"assert isinstance(direction, int), \",3,,,,,,,,,,
"GET_BRICKNAME,  # CMD",3,,,,,,,,,,
info=data_date[i],3,,,,,,,,,,
"LT,",3,,,,,,,,,,
text to speak,3,,,,,,,,,,
global proc_sh,3,,,,,,,,,,
self.version = version,3,,,,,,,,,,
def __repr__(self):,3,,,,,,,,,,
"return utils.var_assign(p.NAME,p.expr)",3,,,,,,,,,,
module = console.load(fullname),3,,,,,,,,,,
"LVX(44),  # last_inner as DATAF",3,,,,,,,,,,
except SysCmdError:,3,,,,,,,,,,
"opCom_Get,",3,,,,,,,,,,
"brake=brake,",3,,,,,,,,,,
def start_move_for(,3,,,,,,,,,,
socket.BTPROTO_RFCOMM,3,,,,,,,,,,
"console.print(f""[+] {fingerprint}: {', '.join(common_name or names or [])}"")",3,"print(f""[+]",,,,,,,,,"print(f""[+]"
"self.setsockopt(IPPROTO_IP, IP_HDRINCL, 1)",3,,,,,,,,,,
"GVX(24), # VALUE",3,,,,,,,,,,
splash.show(),3,,,,,,,,,,
"GET_FOLDERS,",3,,,,,,,,,,
"COMMA,",3,,,,,,,,,,
return self._port_left,3,,,,,,,,,,
if data is None:,3,,,,,,,,,,
"assert volume is None or 0<= volume <= 100, \",3,,,,,,,,,,
"self.send_direct_cmd(ops, local_mem=24)",3,,,,,,,,,,
return System(,3,,,,,,,,,,
step2_right = abs(diff_right) - step1_right - step3_right,3,,,,,,,,,,
Flag if motors are currently busy,3,,,,,,,,,,
hbox1.addStretch(),3,,,,,,,,,,
